ID,total_rental
A600,7177.76
A601,7075.45
A602,7217.0
A603,5856.75
A604,5277.57
A605,6622.63
A606,6953.11
A607,7292.86
A608,7314.18
A609,6795.1
A610,7006.03
A611,6378.29
A612,5800.12
A613,5783.16
A614,6508.21
A615,5909.49
A616,6716.1
A617,5087.51
A618,6911.55
A619,6938.36
A620,7121.12
A621,7322.05
A622,7178.78
A623,7271.44
A624,7434.67
A625,6893.92
A626,6268.62
A627,4726.0
A628,6961.31
A629,6933.64
A630,7297.16
A631,7033.09
A632,6895.21
A633,6752.03
A634,6749.89
A635,7021.46
A636,6834.77
A637,6792.4
A638,7154.16
A639,6767.62
A640,6566.48
A641,5259.33
A642,6198.77
A643,6668.08
A644,7374.16
A645,6722.32
A646,5759.63
A647,4744.78
A648,5117.35
A649,6741.08
A650,6343.59
A651,6328.91
A652,5873.14
A653,6508.87
A654,5896.88
A655,6408.93
A656,6209.89
A657,5807.5
A658,6063.22
A659,6775.21
A660,6121.97
A661,6543.63
A662,6864.39
A663,7001.88
A664,5970.88
A665,6038.24
A666,6044.94
A667,5775.4
A668,4346.32
A669,5329.45
A670,5816.78
A671,5605.11
A672,5911.25
A673,5739.03
A674,5793.53
A675,5813.73
A676,5741.93
A677,5432.59
A678,5579.37
A679,6063.43
A680,5983.4
A681,5992.72
A682,5986.2
A683,5347.09
A684,5762.71
A685,5895.59
A686,6019.44
A687,6054.28
A688,5722.15
A689,5564.85
A690,5571.87
A691,5995.4
A692,4954.97
A693,5505.52
A694,5095.98
A695,5333.85
A696,5910.97
A697,5388.45
A698,5770.49
A699,5891.75
A700,5991.09
A701,5599.18
A702,5450.13
A703,5800.87
A704,6075.52
A705,5890.17
A706,5595.52
A707,5671.78
A708,4804.31
A709,4792.9
A710,4686.45
A711,5598.01
A712,5666.61
A713,5827.04
A714,5900.23
A715,5956.13
A716,5003.97
A717,4955.22
A718,6099.15
A719,6002.21
A720,5937.08
A721,3826.21
A722,3014.2
A723,3531.8
A724,3235.6
A725,3277.25
A726,2775.75
A727,3377.5
A728,3864.34
A729,3054.95
A730,2817.77
