ID,total_rental
A600,7217.07
A601,7330.91
A602,7259.93
A603,6181.41
A604,5088.46
A605,6627.22
A606,7038.42
A607,7225.01
A608,7380.47
A609,7041.67
A610,7148.39
A611,6398.71
A612,6267.36
A613,5670.36
A614,6697.94
A615,6079.05
A616,6741.68
A617,4912.19
A618,6833.14
A619,6802.84
A620,6989.4
A621,7343.16
A622,7290.42
A623,7184.73
A624,7472.61
A625,6821.17
A626,6271.73
A627,4740.12
A628,6895.16
A629,6985.79
A630,7321.42
A631,7276.87
A632,6718.1
A633,6303.85
A634,6745.94
A635,7077.22
A636,6845.91
A637,6703.34
A638,7091.6
A639,6690.12
A640,6760.78
A641,5373.4
A642,6116.58
A643,6862.35
A644,7351.17
A645,6820.89
A646,5716.9
A647,4649.23
A648,5069.28
A649,6419.71
A650,6116.82
A651,6463.19
A652,5898.84
A653,6478.81
A654,5990.9
A655,5989.99
A656,5903.48
A657,5814.67
A658,6254.79
A659,6825.74
A660,5809.67
A661,6241.48
A662,6774.38
A663,6947.32
A664,6253.73
A665,6232.45
A666,6028.51
A667,5762.92
A668,4038.63
A669,5030.0
A670,5709.06
A671,5658.26
A672,5742.68
A673,5639.85
A674,5646.39
A675,5704.68
A676,5553.99
A677,5190.86
A678,5258.74
A679,5788.88
A680,5868.22
A681,5889.51
A682,5759.54
A683,5136.74
A684,5568.35
A685,5696.08
A686,5805.5
A687,5785.16
A688,5678.74
A689,5415.26
A690,5479.4
A691,5785.51
A692,4717.12
A693,5394.3
A694,4931.22
A695,5278.74
A696,5722.13
A697,5152.83
A698,5618.96
A699,5688.53
A700,5707.87
A701,5237.3
A702,5088.93
A703,5704.48
A704,5909.79
A705,5715.91
A706,5463.08
A707,5389.42
A708,4776.33
A709,4658.02
A710,4364.49
A711,5340.74
A712,5548.55
A713,5706.1
A714,5686.49
A715,5758.45
A716,4821.09
A717,4755.93
A718,5976.67
A719,5775.82
A720,5659.19
A721,4047.41
A722,3382.74
A723,3613.72
A724,3484.18
A725,3468.54
A726,2955.96
A727,3675.89
A728,3844.66
A729,3393.5
A730,3287.11
