ID,total_rental
A600,7546.34694537062
A601,6922.033092523433
A602,7711.4690510325845
A603,6390.1138787074
A604,5624.983035874822
A605,7022.411468917329
A606,7072.176766287011
A607,7498.763850913824
A608,7560.0634476910245
A609,6915.657586336009
A610,7574.445295726988
A611,6654.700732272034
A612,6646.94235860583
A613,6856.6389864313505
A614,6421.10321956139
A615,5722.829900795962
A616,7317.901392704008
A617,5582.319350817162
A618,7396.029627261597
A619,7220.289248735638
A620,6835.539436081231
A621,7094.293106746586
A622,7212.977243964695
A623,7562.417047643054
A624,7540.011669166969
A625,7177.894124805269
A626,6588.193635138179
A627,4020.652593051754
A628,7130.287561176394
A629,7562.091797312178
A630,7436.406492563356
A631,7858.472131869753
A632,7398.618479244687
A633,6717.841030353033
A634,6901.120538129931
A635,7247.695680637796
A636,7272.963960636634
A637,7157.32287866421
A638,7597.982549332495
A639,7561.012642377876
A640,7185.299200154116
A641,5621.221515490815
A642,7110.851572937017
A643,7272.330040356868
A644,7570.19318050291
A645,7386.488639888876
A646,5804.270909286705
A647,4564.498197260602
A648,5767.2519279518
A649,7010.652438187943
A650,5736.1884022189415
A651,6099.671244566453
A652,6092.524626101196
A653,7009.316259371502
A654,6918.465893021664
A655,6216.026354980366
A656,6168.365564360041
A657,5615.230582223204
A658,5480.996414371276
A659,6471.828572037823
A660,6241.738874616344
A661,6409.061751409884
A662,6970.058884302684
A663,7760.063433298657
A664,6890.258423148393
A665,6546.030447307654
A666,7102.21404041448
A667,5694.495205809536
A668,2593.939228900851
A669,3448.3205082234076
A670,5219.252579255492
A671,5673.307973683663
A672,5941.912532768049
A673,5574.970156284035
A674,5668.612564474878
A675,5782.224330457171
A676,5486.421635408468
A677,5806.312354592121
A678,5622.7598355166665
A679,5790.102806244771
A680,5846.830996673316
A681,6292.338911552284
A682,5788.071654114915
A683,4691.056536776166
A684,5486.937863864529
A685,5504.620653748534
A686,5867.381600852739
A687,5769.242343648546
A688,5320.179268150238
A689,5781.401659536673
A690,5726.332160851666
A691,5686.324825565253
A692,5600.195695382778
A693,5836.449676358017
A694,4769.446956777268
A695,5445.039187708468
A696,5793.046178905967
A697,4225.485357211513
A698,5564.319927792522
A699,5626.98233005228
A700,5442.792888853548
A701,5202.075884624101
A702,3965.371331238205
A703,6091.197099692555
A704,6257.611922642307
A705,6222.6583763636245
A706,5496.9257541559455
A707,4386.451588538425
A708,4510.038262242607
A709,3889.471786416607
A710,5083.194194711816
A711,5560.397246889989
A712,5183.153034265239
A713,5689.328262783534
A714,5663.92544668937
A715,5774.631391681899
A716,5676.720042572367
A717,4355.511534594791
A718,5936.528872728649
A719,5374.485732876722
A720,5629.989377042388
A721,2413.1675430353125
A722,2738.092770958608
A723,2419.577533281782
A724,2354.4871932586125
A725,1640.593681391988
A726,1189.1452379625068
A727,2045.7524914825224
A728,2950.8455753935773
A729,2021.0056957842228
A730,2260.588748644202
