ID,total_rental
A600,7343.665880838338
A601,6728.694714999652
A602,7603.557902133254
A603,6416.872212937647
A604,5938.494318835924
A605,6736.187522450452
A606,6945.122338750087
A607,7679.903860276155
A608,7659.222113588655
A609,6966.555561701882
A610,7667.8728692468185
A611,6209.271877412366
A612,6719.700068898928
A613,6884.933121882817
A614,6570.645922085589
A615,6181.40200024525
A616,7337.671823934332
A617,5740.059958665886
A618,7233.842003732197
A619,7086.693308918877
A620,6689.254751794403
A621,7716.38827082706
A622,7780.717561500009
A623,7616.6528208796
A624,7593.161143571129
A625,7225.408141538203
A626,6680.935874120137
A627,4355.959437837514
A628,7028.048338105063
A629,7758.1327667462765
A630,7602.330869977662
A631,7748.242530814544
A632,6985.812717102049
A633,6524.045346728662
A634,7141.885179904385
A635,7609.979137718193
A636,7255.240906282439
A637,7142.335630245116
A638,7656.229616251928
A639,7206.876044425181
A640,6700.925855470737
A641,5819.801802314033
A642,6954.11250062487
A643,7216.293291904986
A644,7628.2984846014015
A645,7523.942897154667
A646,5946.9768399656905
A647,5790.149679685201
A648,5765.033485261236
A649,7120.968150905814
A650,6136.524661472135
A651,5970.74319988054
A652,5977.507309195359
A653,6749.928645221707
A654,6817.028344258594
A655,5994.7567820177655
A656,6001.776799793561
A657,5945.964008165444
A658,5971.973979730888
A659,6711.802888331372
A660,6035.4281392878065
A661,6025.31937177376
A662,7050.8434005856325
A663,7714.665836048402
A664,6815.760152211265
A665,6529.33168059903
A666,6778.089325554665
A667,5853.02257399481
A668,3098.9352537563122
A669,3242.697381967538
A670,5789.341117336178
A671,5719.0640706092
A672,5874.973465537141
A673,5806.752333699614
A674,5619.5861249006975
A675,5770.934694593779
A676,5534.903165551391
A677,5764.001587778715
A678,5760.975826401158
A679,5614.312907046136
A680,5828.638189945648
A681,6187.207113074611
A682,6050.074397891623
A683,5493.539973911873
A684,5570.877905567063
A685,5715.136247909834
A686,5589.165941353441
A687,5734.287282711471
A688,5710.849820091046
A689,5668.894066575743
A690,5594.918345811589
A691,5647.216481224459
A692,5774.245018923287
A693,5757.836102831845
A694,4834.258932561189
A695,5757.784803281483
A696,5621.9620799632885
A697,3949.396935114692
A698,5643.292472185043
A699,5600.006262398235
A700,5459.63432660932
A701,5523.67056289635
A702,4516.204641647794
A703,5918.255039578068
A704,5973.058528153973
A705,6207.187878765279
A706,5518.557057042057
A707,4751.629535890367
A708,4766.598144978385
A709,4599.764883493769
A710,5473.77088165067
A711,5872.224290367005
A712,5617.7170431612485
A713,5592.738777109158
A714,5643.886202000252
A715,5741.585759278007
A716,5591.6216683838375
A717,4866.073373293205
A718,5950.553137857316
A719,5569.518717149062
A720,5814.27491810966
A721,3138.7262844688375
A722,2449.269307506989
A723,3186.948736301984
A724,3148.2978408652893
A725,2385.237966057493
A726,1675.0102950429168
A727,2562.8785075772657
A728,2977.8457683879697
A729,2739.8566423726193
A730,2587.2722028615576
