ID,total_rental
A600,6842.152857142855
A601,6820.999999999997
A602,6798.155714285715
A603,6775.604285714288
A604,6524.552857142858
A605,6801.021428571428
A606,6938.119999999998
A607,6766.437142857141
A608,6817.612857142859
A609,6742.094285714286
A610,6766.207142857141
A611,6700.497142857143
A612,6688.094285714284
A613,6836.161428571428
A614,6824.16714285714
A615,6747.797142857141
A616,6872.0485714285705
A617,6759.268571428576
A618,6891.337142857142
A619,6966.187142857142
A620,6876.882857142857
A621,6949.538571428571
A622,6880.407142857141
A623,6878.854285714282
A624,6884.508571428571
A625,6881.99714285714
A626,6745.811428571431
A627,6513.681428571428
A628,7117.602857142856
A629,7135.7657142857115
A630,6975.422857142853
A631,6878.751428571429
A632,6767.375714285714
A633,6734.224285714279
A634,7007.365714285713
A635,6911.895714285713
A636,6726.691428571427
A637,6762.932857142858
A638,7088.381428571426
A639,6710.89571428571
A640,6789.964285714285
A641,6848.522857142854
A642,6809.908571428573
A643,6779.974285714284
A644,6873.871428571426
A645,7026.271428571429
A646,6130.7685714285735
A647,5596.368571428574
A648,6502.5085714285715
A649,6725.301428571427
A650,6706.245714285714
A651,6703.805714285713
A652,6166.862857142859
A653,6759.688571428571
A654,6982.851428571431
A655,6701.194285714283
A656,6612.388571428572
A657,6739.938571428574
A658,7008.771428571427
A659,6636.687142857142
A660,6689.99714285714
A661,6750.495714285711
A662,7113.804285714282
A663,6883.844285714285
A664,7046.417142857141
A665,6661.282857142855
A666,6723.14142857143
A667,6649.557142857142
A668,6413.375714285711
A669,5447.660000000003
A670,5825.375714285714
A671,6122.13142857143
A672,6170.857142857143
A673,6147.117142857142
A674,5627.111428571429
A675,5537.962857142858
A676,5584.5085714285715
A677,5988.802857142857
A678,6165.61857142857
A679,6142.177142857143
A680,6118.800000000002
A681,6272.464285714287
A682,6568.947142857142
A683,5480.048571428574
A684,5947.257142857142
A685,6069.161428571428
A686,6111.178571428572
A687,6074.898571428572
A688,5567.727142857146
A689,5558.468571428572
A690,5522.2228571428595
A691,5814.547142857142
A692,6078.01142857143
A693,6134.770000000001
A694,6341.66
A695,5732.745714285716
A696,5553.1385714285725
A697,5488.694285714288
A698,5946.2257142857125
A699,6164.828571428571
A700,6038.285714285714
A701,5936.715714285716
A702,5546.50285714286
A703,6572.438571428571
A704,6609.058571428571
A705,6464.862857142857
A706,6369.362857142859
A707,5974.3485714285725
A708,6055.635714285717
A709,5632.505714285717
A710,6453.927142857141
A711,5597.485714285716
A712,5844.979999999999
A713,6195.211428571429
A714,6154.634285714286
A715,6028.965714285716
A716,5550.1942857142885
A717,5496.231428571431
A718,5516.18142857143
A719,5831.571428571426
A720,6071.742857142859
A721,4437.272857142856
A722,4536.2699999999995
A723,4392.86857142857
A724,4178.51
A725,4119.915714285716
A726,4229.281428571428
A727,4155.484285714287
A728,4085.7071428571426
A729,4249.915714285715
A730,4437.571428571429
