ID,total_rental
A600,7167.01
A601,7339.5
A602,7270.91
A603,6120.63
A604,5348.5
A605,6759.88
A606,7028.05
A607,7428.2
A608,7468.7
A609,6910.78
A610,7139.0
A611,6289.39
A612,6033.31
A613,6073.35
A614,6592.57
A615,6189.66
A616,6696.23
A617,5252.47
A618,6930.52
A619,7003.59
A620,7142.83
A621,7431.93
A622,7259.62
A623,7225.58
A624,7420.73
A625,6918.2
A626,6265.69
A627,4773.08
A628,6939.21
A629,6961.53
A630,7202.46
A631,6920.02
A632,6806.97
A633,6900.47
A634,6894.62
A635,7117.52
A636,6766.17
A637,6739.23
A638,7112.79
A639,6727.57
A640,6523.48
A641,5052.17
A642,5998.17
A643,6644.1
A644,7391.96
A645,6744.91
A646,5629.07
A647,4574.94
A648,5057.79
A649,6821.63
A650,6140.54
A651,6221.42
A652,5901.06
A653,6461.1
A654,5939.3
A655,6410.54
A656,6155.22
A657,5696.3
A658,6106.74
A659,7053.93
A660,5923.59
A661,6514.93
A662,6856.79
A663,7060.41
A664,6022.37
A665,6185.54
A666,5910.73
A667,5682.12
A668,4119.88
A669,4788.73
A670,5202.64
A671,5308.71
A672,5535.21
A673,5150.74
A674,5467.07
A675,5359.19
A676,5309.95
A677,4742.6
A678,5187.08
A679,5672.48
A680,5939.11
A681,5995.06
A682,5917.46
A683,4715.73
A684,5352.43
A685,5233.08
A686,5594.29
A687,5599.9
A688,5335.62
A689,5219.56
A690,5311.48
A691,5632.71
A692,4515.36
A693,5419.75
A694,4740.82
A695,5168.89
A696,5486.56
A697,4816.63
A698,5415.02
A699,5421.82
A700,5445.02
A701,5074.46
A702,5130.57
A703,5751.55
A704,6043.34
A705,5828.3
A706,5294.03
A707,5011.31
A708,5059.88
A709,4978.52
A710,4856.17
A711,5151.28
A712,5147.12
A713,5407.9
A714,5340.82
A715,5510.33
A716,5071.49
A717,5223.0
A718,5886.86
A719,5512.97
A720,5415.51
A721,3941.77
A722,3674.03
A723,3720.05
A724,3746.6
A725,3287.74
A726,2857.99
A727,3867.16
A728,4025.74
A729,3816.41
A730,3441.56
