ID,total_rental
A600,6952.45714285714
A601,6928.91571428571
A602,6944.717142857136
A603,6789.535714285715
A604,6605.4814285714265
A605,6820.55428571429
A606,6875.114285714285
A607,6867.342857142851
A608,6955.832857142851
A609,6693.619999999999
A610,6787.4457142857145
A611,6772.205714285714
A612,6758.165714285716
A613,6825.084285714285
A614,6772.824285714281
A615,6745.39857142857
A616,6823.567142857143
A617,6704.242857142855
A618,6873.0842857142825
A619,6924.678571428569
A620,6847.022857142852
A621,7002.369999999996
A622,6979.818571428568
A623,6932.714285714283
A624,6878.367142857141
A625,6859.785714285714
A626,6823.579999999999
A627,6574.399999999997
A628,6729.511428571425
A629,6528.048571428567
A630,6986.240000000002
A631,6866.2599999999975
A632,6353.524285714279
A633,6242.1757142857105
A634,6715.738571428568
A635,6967.137142857138
A636,6848.302857142855
A637,6818.214285714286
A638,6558.882857142856
A639,6237.5328571428545
A640,6322.837142857141
A641,6597.3785714285705
A642,6858.732857142854
A643,6859.851428571427
A644,6954.90714285714
A645,6536.457142857141
A646,6059.507142857143
A647,5715.497142857145
A648,6085.5085714285715
A649,6260.982857142851
A650,6438.984285714283
A651,6395.309999999999
A652,6138.045714285714
A653,6274.201428571425
A654,6528.029999999996
A655,6208.52571428571
A656,6076.657142857142
A657,6141.585714285711
A658,6715.244285714283
A659,6021.551428571425
A660,6177.121428571426
A661,6305.558571428568
A662,6585.887142857141
A663,7060.839999999994
A664,6498.428571428566
A665,6192.531428571424
A666,6161.168571428568
A667,5786.102857142854
A668,5969.254285714286
A669,5599.354285714286
A670,5838.771428571429
A671,6032.544285714285
A672,6018.041428571427
A673,5933.589999999999
A674,5672.75
A675,5702.144285714286
A676,5790.108571428574
A677,6113.011428571432
A678,5958.019999999999
A679,6036.024285714285
A680,6143.182857142857
A681,6104.851428571431
A682,6015.107142857142
A683,5501.634285714286
A684,6078.390000000002
A685,5998.4228571428575
A686,6017.662857142856
A687,5945.720000000001
A688,5645.421428571429
A689,5614.648571428573
A690,5624.707142857144
A691,5854.575714285716
A692,5990.851428571431
A693,6027.410000000001
A694,6194.044285714288
A695,5916.998571428574
A696,5687.750000000001
A697,5731.052857142858
A698,6059.531428571429
A699,6098.405714285715
A700,6007.621428571429
A701,5908.850000000001
A702,5645.160000000001
A703,6219.739999999999
A704,5911.080000000001
A705,6216.595714285713
A706,6335.705714285716
A707,5976.592857142857
A708,6088.242857142857
A709,5730.441428571431
A710,6076.068571428572
A711,5585.805714285715
A712,5885.147142857144
A713,6097.894285714284
A714,6077.335714285714
A715,5946.615714285715
A716,5624.964285714286
A717,5614.435714285716
A718,5623.852857142859
A719,5840.137142857145
A720,6017.59
A721,4217.450000000001
A722,4562.494285714285
A723,4228.477142857144
A724,4108.922857142858
A725,4097.980000000001
A726,4052.1571428571433
A727,4059.822857142857
A728,4050.4128571428587
A729,4156.5742857142895
A730,4382.927142857141
