11,1,5,1,3
11,1,5,1,3
11,1,5,1,3
11,1,5,1,4
11,1,5,1,5
11,1,5,1,5
11,1,5,1,5
11,1,5,1,6
11,1,5,2,1
11,1,5,2,2
11,1,5,2,3
11,1,5,2,3
11,1,5,2,3
11,1,5,2,3
11,1,5,2,3
11,1,5,2,3
11,1,5,2,4
11,1,5,2,4
11,1,5,2,5
11,1,5,2,5
11,1,5,2,5
11,1,5,2,5
11,1,5,2,6
11,1,5,3,1
11,1,5,3,1
11,1,5,3,1
11,1,5,3,2
11,1,5,3,2
11,1,5,3,2
11,1,5,3,2
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,3
11,1,5,3,4
11,1,5,3,4
11,1,5,3,4
11,1,5,3,5
11,1,5,3,5
11,1,5,4,0
11,1,5,4,2
11,1,5,4,3
11,1,5,4,3
11,1,5,4,3
11,1,5,4,3
11,1,5,4,3
11,1,5,4,3
11,1,5,4,3
11,1,5,4,3
11,1,5,4,4
11,1,5,4,4
11,1,5,4,5
11,1,5,4,5
11,1,5,5,0
11,1,5,5,0
11,1,5,5,0
11,1,5,5,0
11,1,5,5,0
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,1
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,2
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,3
11,1,5,5,4
11,1,5,5,4
11,1,5,5,5
11,1,5,5,5
11,1,5,5,5
11,1,5,5,5
11,1,5,5,6
11,1,5,6,0
11,1,5,6,0
11,1,5,6,0
11,1,5,6,1
11,1,5,6,1
11,1,5,6,1
11,1,5,6,2
11,1,5,6,2
11,1,5,6,2
11,1,5,6,2
11,1,5,6,2
11,1,5,6,2
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,3
11,1,5,6,4
11,1,5,6,4
11,1,5,6,4
11,1,5,6,4
11,1,5,6,5
11,1,5,6,5
11,2,1,26,3
11,2,1,26,3
11,2,1,26,3
11,2,1,26,4
11,2,1,26,4
11,2,1,26,4
11,2,1,26,4
11,2,1,26,4
11,2,1,26,4
11,2,1,26,5
11,2,1,26,5
11,2,1,26,5
11,2,1,26,5
11,2,1,26,5
11,2,1,26,5
11,2,1,26,5
11,2,1,26,6
11,2,1,7,0
11,2,1,7,0
11,2,1,7,0
11,2,1,7,0
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,1
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,2
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,3
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,4
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
11,2,1,7,5
